id;quest;completed;voice;emotion;text;output_path
181;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Three members of the circle have fallen, including Aela and Skjor.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_2.xwm
182;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Unfortunately our great leader Krev has perished in the battle.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_3.xwm
183;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; He guided us for these years, and turned the Silver Hands stronger than ever.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_4.xwm
184;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Now we celebrate for the honor of his name, and his glorious entrance to Sovngarde!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A69_5.xwm
185;DSilHand_M60Retaliation;false;maleeventonedaccentedneutral;neutral; Listen to brothers!  We have important news from Gallows Rock!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M60Retaliation__00030A66_1.xwm
186;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Good!  If you find anything there, please go look for me at Gallows Rock.  I'll be attending Krev's funeral.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__000278A1_1.xwm
187;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; I just received a letter from a Silver brother who was investigating clues of the last missing Wuuthrad's  fragment in Morrowind.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_1.xwm
188;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; He discovered that an axe fragment was displayed centuries ago in the Mournhold Museum of Artifacts, but disappeared after the Argonian invasion.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_2.xwm
189;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; But rumors emerged that a group of bandits have found this fragment.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_3.xwm
190;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; They were last seen crossing the border near Riften, and are housed in Broken Helm Hollow.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_4.xwm
191;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Do you think you can handle this?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FJ__0002789F_5.xwm
192;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Ok.  Come talk with me when you are ready.  We need your help.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A9_1.xwm
193;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Excellent.  Meet the man outside Whiterun the next night, after Dusk.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278AA_1.xwm
194;DSilHand_M70UncPast;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Until then, use your time to select your best armor and weapon. [I'M HAPPY] And some healing potions. [I'M HAPPY] This fight is going to be tough.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278AA_2.xwm
195;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; We have been planning an assault on Jorrvaskr for a long time.  But now, since they lost the last battle, they are in a weak position.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_1.xwm
196;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; We will enter Whiterun using a secret passage created by the companions, in the sewers.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_3.xwm
197;DSilHand_M70UncPast;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] We are going to attack by surprise, so we may take them out of the guard.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_7.xwm
198;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Once we are inside the city, it is just a step into Jorrvaskr.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_8.xwm
199;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; After we went inside, we must aim at the Circle members.  Once all of them are struck down, the others should surrender.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_9.xwm
200;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; If we hit them hard enough, we may force them to transform into beasts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_10.xwm
201;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; This will give another reason for the low ranks who don't know about the curse, to surrender.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_11.xwm
202;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Are you ready for the fight?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A6_12.xwm
203;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; So the rumors were right!  Incredible!  The last missing piece.  For ages all these pieces were lost...  but now all pieces were found.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A4_1.xwm
204;DSilHand_M70UncPast;false;maleeventonedaccentedneutral;neutral; Eight with us...  four with the Companions.  And we will take it back!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M70FA__000278A4_2.xwm
205;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; So that's it!  Thanks to you all Wuuthrad pieces are once again together...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FF__00044363_1.xwm
206;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Follow me to the Skyforge  brother...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FF__00044363_2.xwm
207;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Good brother.  We've been waiting for you.  All the brothers are here.  Let's begin...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FB__00042850_1.xwm
208;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Thanks.  Come to me if you find it.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FS__0004435E_1.xwm
209;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; It must be hidden somewhere in the basement.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FS__0004435E_2.xwm
210;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; We will be cleaning the mess and preparing the bodies for the funerals.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FS__0004435E_3.xwm
211;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; I have one thing to request.  Three of the fragments in possession of the Companions are displayed on the wall, but one is missing...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FS__0004435C_1.xwm
212;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; We need to find it.  We need your help.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M80FS__0004435C_2.xwm
213;DSilHand_M80AssaultJor;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Brothers, put down your weapons!!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004A4BF_1.xwm
214;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] First, the cursed blood has gone, but we must keep it a secret. [I'M SAD][I'M DEVASTATED] The people here in Whiterun don't need to know the rumors are indeed true.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048F20_1.xwm
215;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] Second: I cannot let you and your group rejoin the Companions.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048F20_2.xwm
216;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] After all of this bloodshed, your presence would not be tolerated by any of Whiterun's clans.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048F20_3.xwm
217;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] This would escalate to another endless war among our factions once again.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048F20_4.xwm
218;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] You and our group should stay away from  Whiterun. [I'M SAD][I'M DEVASTATED] At least not for a long time, until the wounds are healed...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048F20_5.xwm
219;DSilHand_M80AssaultJor;false;maledarkelfanger;anger;[I'M ANGRY] Damn it... [I'M ANGRY] I was THIS close.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleDarkElf\DSilHand_M80AssaultJor__0004845A_1.xwm
220;DSilHand_M80AssaultJor;false;maleoldgrumpyneutral;neutral; Hmm, I think you're right.  We've seen the secrets that can harm our faction.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048458_1.xwm
221;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Vignar, the Companions were meant to be brothers sworn by blood, not by leadership.  There should be no harbinger.  Not for a long time, at least.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048456_1.xwm
222;DSilHand_M80AssaultJor;false;maleoldgrumpyneutral;neutral; Since Kodlak died, We need a new harbinger.  I think it should be you.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048454_1.xwm
223;DSilHand_M80AssaultJor;false;maledarkelfneutral;neutral; Yes sir...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleDarkElf\DSilHand_M80AssaultJor__00048452_1.xwm
224;DSilHand_M80AssaultJor;false;maleoldgrumpyneutral;neutral; Good.  Athis, come here.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048450_1.xwm
225;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; I promise I will.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004844E_1.xwm
226;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] Do whatever you want, but do not get attention, and be quick as possible. [I'M SAD][I'M DEVASTATED] And do not spill any more blood.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__0004844C_1.xwm
227;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; We will Vignar.  But I have a single request.  We need to use the Skyforge before leaving...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004844A_1.xwm
228;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] I hope that too Fjol.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048448_1.xwm
229;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] So that's it. [I'M SAD][I'M DEVASTATED] You need to leave as soon as possible...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048448_2.xwm
230;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Actually, I did not want to come back either.  After so many years in the wilds, I get used to it.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_1.xwm
231;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; The silence and the solitude of the northern wilds and winds are part of me now.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_2.xwm
232;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; The vengeance has been made, the cursed blood is no more, and the pride of Ysgramor is restored.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_3.xwm
233;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; It cost the blood of many generations, and the wounds are deep.  I hope someday they will be closed.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00048446_4.xwm
234;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] So it happened... [I'M SAD][I'M DEVASTATED] Krev is dead too...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_1.xwm
235;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] It has passed a long time since we were young.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_2.xwm
236;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] We all: I, Kodlack, Krev, and you were great friends...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_3.xwm
237;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] We fought together many times... [I'M SAD][I'M DEVASTATED] But Krev and you decided to follow the dissidents' path.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_4.xwm
238;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] Kodlack and I decide to stay.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_5.xwm
239;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] He decided to join the Circle. [I'M SAD][I'M DEVASTATED] He thought it was the right thing to do.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_6.xwm
240;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] You know... [I'M SAD][I'M DEVASTATED] Kodlak was searching for a cure. [I'M SAD][I'M DEVASTATED] I think he was feeling this very day was coming...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_7.xwm
241;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] It was only a matter of time.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_8.xwm
242;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] I will not perpetuate this bloodshed anymore. [I'M SAD][I'M DEVASTATED] As the elder Companion member, I offer you a peace agreement.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_9.xwm
243;DSilHand_M80AssaultJor;false;maleoldgrumpysad;sad;[I'M SAD][I'M DEVASTATED] No more cursed blood among the Companion, no more fight among us and the dissidents. [I'M SAD][I'M DEVASTATED] But I have two conditions.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOldGrumpy\DSilHand_M80AssaultJor__00048444_10.xwm
244;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Yes, we did it Vignar.  We cleaned the Circle from the Hircine Curse.  Now the Companions are free from Lycanthropy, and we vanged Krev's death.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047EDF_1.xwm
245;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Fjol...  as I see, I was not quick enough...  I knew it was coming to this one day.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004797A_1.xwm
246;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Brothers, put down your weapons!! [I'M HAPPY][I'M ECSTATIC] The Companions are not our enemies!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047975_1.xwm
247;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Brothers, put down your weapons!!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_1.xwm
248;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The Companions are not our enemies. [I'M HAPPY] They are our Brothers in blood. [I'M HAPPY] A long time ago we all were the same group!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_2.xwm
249;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] But we, the Silver Hand, did not accept this Werewolf abomination you all are seeing now!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_3.xwm
250;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] This is a curse  brought by the Witches Glenmoril into the heart of the Companions.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_4.xwm
251;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Since then, it was perpetrated by daedric rituals of blood devoted to Hircine.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_5.xwm
252;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] We split into two separated groups, and we have been fighting for centuries.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_6.xwm
253;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] But now, the Circle was defeated and Companions are free from the Daedric curse! [I'M HAPPY] It's time to rejoin again!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00047411_7.xwm
254;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Brothers and sisters. [I'M HAPPY][I'M ECSTATIC] Today is a great day that will be remembered through the ages.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_1.xwm
255;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Bards will sing songs calling our names, in memory  of what we did today.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_2.xwm
256;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; On the very same day, we freed Skyrim's heart from the foul Hircine influence, and reassembled the ancient axe: Wuuthrad.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_3.xwm
257;DSilHand_M80AssaultJor;false;maleeventonedaccentedneutral;neutral; Today Ysgramor's honor over this land is finally restored!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__0004591E_4.xwm
258;DSilHand_M80AssaultJor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Brothers, we managed to find the last fragment. [I'M HAPPY] Follow me to the Skyforge!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__000453AD_1.xwm
259;DSilHand_M80AssaultJor;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Here we are brothers, this will be the end for them.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_1.xwm
260;DSilHand_M80AssaultJor;false;maleeventonedaccentedanger;anger;[I'M ANGRY] I hope you're hungry!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_2.xwm
261;DSilHand_M80AssaultJor;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Today, let's eat roast dog meat on Skyforge!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M80AssaultJor__00042853_3.xwm
262;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Now we have the witches' heads, so we must go to Ysgramor's Tomb, and burn them in the Harbinger Flame.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90SFO_000530F3_1.xwm
263;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I understand.  If you change your mind, come talk to me at Driftshade.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053103_1.xwm
264;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Hillara and Sennar will responsible for managing the hunt's contracts.  Talk to them if you want to help.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053103_2.xwm
265;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Also, I would like to ask you to come back to Driftshade in some days.  I'm finishing another piece of research.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053102_1.xwm
266;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Good.  Hillara and Sennar are responsible for managing the contracts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053101_1.xwm
267;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Talk to them to organize the wolf hunts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053101_2.xwm
268;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Please, hold this axe and kill some beasts for me.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053101_3.xwm
269;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I think you should be the new Silver Hand leader.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_1.xwm
270;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I really think I'm better with my research than with leadership.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_2.xwm
