id;quest;completed;voice;emotion;text;output_path
271;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; If wasn't for you, we wouldn't have made it.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_3.xwm
272;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Do you accept?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_00053100_4.xwm
273;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Yes.  But at least the companions are free from this ancient curse.  And we are not enemies anymore.  I hope our legates may rejoin again someday.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FF_1.xwm
274;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I have one more thing to ask.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FF_2.xwm
275;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Yes, Krev perished as well...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_1.xwm
276;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; But I hope Kodlak and Krev are right now on Sovngarde putting all the anger and hate aside and sharing a sweet mead mug.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_2.xwm
277;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I have one more thing to ask.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FE_3.xwm
278;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; Yes, I agree with you.  And now the war is over.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FC_1.xwm
279;DSilHand_M90HonYsgramor;false;maleeventonedaccentedneutral;neutral; I have one more thing to ask.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530FC_2.xwm
280;DSilHand_M90HonYsgramor;false;maleeventonedaccentedsad;sad;[I'M SAD][I'M DEVASTATED] We did... [I'M SAD][I'M DEVASTATED] Kodlak has already paid for his mistake. [I'M SAD][I'M DEVASTATED] Now his soul may rest from its torment...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530F4_1.xwm
281;DSilHand_M90HonYsgramor;false;maleeventonedaccentedsad;sad;[I'M SAD][I'M DEVASTATED] But maybe the price he paid was too high...;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_AS_000530F4_2.xwm
282;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Good. [I'M HAPPY] I knew you were going to accept.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_DA_00056C41_1.xwm
283;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Talk to Hillara and Senaar to organize the wolf hunts and contracts. [I'M HAPPY] Also, talk to him if you want to improve your new leader's quarters.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_DA_00056C41_2.xwm
284;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Please, hold this ax and kill some beasts for me.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M_DSilHand_M90_DA_00056C41_3.xwm
285;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] That's it! [I'M HAPPY][I'M ECSTATIC] It's opening!;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B85_1.xwm
286;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Do you see? [I'M HAPPY] The Ysgramor's axe is missing from his statue.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B83_1.xwm
287;DSilHand_M90HonYsgramor;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] I believe Wuulthrad is the key to opening the tomb.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_M90HonYsgramor__00052B83_2.xwm
288;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes, we received the gold.  Here is your share.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_000669D1_1.xwm
289;DSilHand_R00Controller;false;malekhajiithappy;happy;[I'M HAPPY][I'M ECSTATIC] Yes, we received the gold. [I'M HAPPY][I'M ECSTATIC] Here is your share.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_000669CE_1.xwm
290;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Yes.  An emissary from the jarl has contacted us.  He said a group of bandits is causing some trouble.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065983_1.xwm
291;DSilHand_R00Controller;false;malekhajiitneutral;neutral; They robbed some people and some cargo.  One of their members is a werewolf.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065983_2.xwm
292;DSilHand_R00Controller;false;malekhajiitneutral;neutral; They are going to pay a good amount of gold if we take care of the beast and the bandit leader.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065983_3.xwm
293;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes, we did it!  The men will take care of seeking the reward.  Come back tomorrow and talk to me to take your share.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiS_00066467_1.xwm
294;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Yes.  Some villagers reported to us they found a hiding place of a Glenmoril Witch.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065986_1.xwm
295;DSilHand_R00Controller;false;malekhajiitneutral;neutral; She has been performing cruel blood rituals, and they have contacted us to finish her off.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065986_2.xwm
296;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Ok.  I'll meet you there.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645B_1.xwm
297;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Let's go!  Lead the way.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066459_1.xwm
298;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Ok.  Just come to me when you finalized it, so we can reclaim the reward.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066457_1.xwm
299;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Perfect, I'll mark its location on your map.  What is your plan?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066455_1.xwm
300;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; All right.  Come back when you are ready.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066453_1.xwm
301;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes.  A werewolf is frighten some farmers.  It has already attacked some animals and people.  They have already spotted where the beast is hiding.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066451_1.xwm
302;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes.  Some villagers reported to us they found a hiding place of a Glenmoril Witch.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066464_1.xwm
303;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; She has been performing cruel blood rituals, and they have contacted us to finish her off.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066464_2.xwm
304;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Ok.  I'll meet you there.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_0006597D_1.xwm
305;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Let's go!  Lead the way.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_0006597B_1.xwm
306;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Ok.  Just come to me when you finalized it, so we can reclaim the reward.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065979_1.xwm
307;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Perfect, I'll mark its location on your map.  What is your plan?;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065977_1.xwm
308;DSilHand_R00Controller;false;malekhajiitneutral;neutral; All right.  Come back when you are ready.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065975_1.xwm
309;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Yes.  A werewolf is frighten some farmers.  It has already attacked some animals and people.  They have already spotted where the beast is hiding.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065973_1.xwm
310;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Yes.  Some villagers have heard strange noises during the night.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_1.xwm
311;DSilHand_R00Controller;false;malekhajiitneutral;neutral; They are not sure of what kind of creature is responsible for that, but they fear it can be a werewolf, so they contract our services.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_2.xwm
312;DSilHand_R00Controller;false;malekhajiitneutral;neutral; And they promise to pay a good amount of gold if we finish off the creature.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeR_00065980_3.xwm
313;DSilHand_R00Controller;false;malekhajiitneutral;neutral; Yes, we did it!  The men will take care of seeking the reward.  Come back tomorrow and talk to me to take your share.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleKhajiit\DSilHand_R_DSilHand_R00SeS_00065989_1.xwm
314;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes.  Some villagers have heard strange noises during the night.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_1.xwm
315;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; They are not sure of what kind of creature is responsible for that, but they fear it can be a werewolf, so they contract our services.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_2.xwm
316;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; And they promise to pay a good amount of gold if we finish off the creature.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_0006645E_3.xwm
317;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; Yes.  An emissary from the jarl has contacted us.  He said a group of bandits is causing some trouble.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_1.xwm
318;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; They robbed some people and some cargo.  One of their members is a werewolf.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_2.xwm
319;DSilHand_R00Controller;false;femaleeventonedneutral;neutral; They are going to pay a good amount of gold if we take care of the beast and the bandit leader.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\FemaleEvenToned\DSilHand_R_DSilHand_R00HiR_00066461_3.xwm
320;DSilHand_R05FjolsResearch;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Thanks for your help, my friend. [I'M HAPPY] Accept this as a sign of gratitude.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05De__00018691_1.xwm
321;DSilHand_R05FjolsResearch;false;maleeventonedaccentedneutral;neutral; No problem.  Come to me if you change your mind.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05FRS_0001868E_1.xwm
322;DSilHand_R05FjolsResearch;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Ok. [I'M HAPPY] I'll mark the location on your map.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05FRS_0001868C_1.xwm
323;DSilHand_R05FjolsResearch;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] I'll will give you a token as a sign of gratitude when you came back.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05FRS_0001868C_2.xwm
324;DSilHand_R05FjolsResearch;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Actually there is. [I'M HAPPY] I'm looking for a rare tome for my research.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05FRS_0001868A_1.xwm
325;DSilHand_R05FjolsResearch;false;maleeventonedaccentedneutral;neutral; And I found information about a location where we can find a copy.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_R_DSilHand_R05FRS_0001868A_2.xwm
326;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; I need 20 ingots of quicksilver, Dwarven Oil, fire salts, and void salts.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003F794_1.xwm
327;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Come back when you have all these materials, and I'll teach all I know about silver forging.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003F794_2.xwm
328;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; I need 10 pots of void salts, Dwarven Oil, fire salts, and quicksilver ingots.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCF8_1.xwm
329;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Come back when you have all these materials, and I'll teach all I know about silver forging.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCF8_2.xwm
330;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; I need 20 pots of fire salts, Dwarven Oil, void salts and quicksilver ingots.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCF9_1.xwm
331;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Come back when you have all these materials, and I'll teach all I know about silver forging.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCF9_2.xwm
332;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; I need 20 vessels of Dwarven Oil, fire salts, void salts, and quicksilver ingots.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCFA_1.xwm
333;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Come back when you have all these materials, and I'll teach all I know about silver forging.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10ND__0003FCFA_2.xwm
334;DSilHand_S01DwammerTempering;false;maleorchappy;happy;[I'M HAPPY] Very good! [I'M HAPPY] Ok, now let's begin. [I'M HAPPY] First of all, we must prepare the right alloy for the temper.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_1.xwm
335;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; We forge together the silver with a small portion of the Quicksilver.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_2.xwm
336;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; To melt the metal, we must use the fire salts to get the forge at exact right temperature required.  No more, nor less.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_3.xwm
337;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Than, the alloy must be folded many times using the void salts grains.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_4.xwm
338;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; To temper the blade, we must immerse it in pure Dwrammer Oil.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_5.xwm
339;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; Once it is done, It will become as hard as ebony, but will keep all the special properties of the silver against foul creatures.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_6.xwm
340;DSilHand_S01DwammerTempering;false;maleorcneutral;neutral; I'll teach you everything I know about forging silver.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleOrc\DSilHand_S_DSilHand_S10DL__0003F791_7.xwm
341;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; Great job!  We managed to find all the totems.  Now, we must burn them into the flame of the Harbinger inside Ysgramor's tomb.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F3_00059216_1.xwm
342;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; No problem...  Come back when you are ready.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059204_1.xwm
343;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The first totem is called Totem of the Hunt. [I'M HAPPY] Reassemble a thigh bone. [I'M HAPPY] It must be hidden in Clearspring Cave.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059203_1.xwm
344;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; Take this, a copy of The Totems Of Hircine, if you want to learn more about it.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059203_2.xwm
345;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedanger;anger;[I'M ANGRY] Yes. [I'M ANGRY] Since they are daedric artifacts, once they are destroyed there is no guarantee they are gone to come back someday.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059200_1.xwm
346;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] I hope our work will last for some generations.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059200_2.xwm
347;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; But even in the worst case, it should diminish Hincine influence over Skyrim.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_00059200_3.xwm
348;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Yes. [I'M HAPPY] There are three: a thigh bone, a carved Skull, and a Drum.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FE_1.xwm
349;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] I was searching for clues about where they might be and how to destroy them.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FE_2.xwm
350;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Now I think I discovered where they may be, and how to banish them.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FE_3.xwm
351;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Yes, I have. [I'M HAPPY] In my research, I discovered a book about the Totems of Hircine.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FC_1.xwm
352;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Ancient artifacts related to the cult of Hircine and Lycanthropy.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02TWF_000591FC_2.xwm
353;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The last totem must be inside the Darklight Tower. [I'M HAPPY] It is called Totem of Fear and resembles a Wolf's carved skull.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_3T_00059213_1.xwm
354;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Good job! [I'M HAPPY][I'M ECSTATIC] It matches the totem description.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F1_0005920A_1.xwm
355;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The second totem must be on Cragwallow Slope. [I'M HAPPY] It resembles a usual drum. [I'M HAPPY] It is called the Totem of Brotherhood.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F1_0005920A_2.xwm
356;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The second totem is called Totem of Brotherhood. [I'M HAPPY] It resembles a simple drum. [I'M HAPPY] It must be inside Cragwallow Slope.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_2T_0005920D_1.xwm
357;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; The first totem is called Totem of the Hunt.  Reassemble a thigh bone.  It must be hidden in Clearspring Cave.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_1T_00059207_1.xwm
358;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] Yes it is. [I'M HAPPY] Thanks, brother for your help. [I'M HAPPY] I hope this work is going to dim Hircine's influence over Skyrim in the next centuries to come.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02ABT_00059219_1.xwm
359;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedneutral;neutral; Take this sword as a token of my gratitude.  Now, I'll go back to Driftshade.  If you need me, you will find me there.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02ABT_00059219_2.xwm
360;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY][I'M ECSTATIC] Great job again my brother. [I'M HAPPY][I'M ECSTATIC] We are doing well on this quest. [I'M HAPPY][I'M ECSTATIC] It matches the totem description from the book.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_1.xwm
361;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] The third and last totem is at the Darklight Tower, and held by Hagraven Witches.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_2.xwm
362;DSilHand_S02IconoclasticRevenge;false;maleeventonedaccentedhappy;happy;[I'M HAPPY] It is a carved wolf skull with some feathers attached to it. [I'M HAPPY] It is called the Totem of Fear.;results\Data\Sound\Voice\DawnOfTheSilverHand.esp\MaleEvenTonedAccented\DSilHand_S_DSilHand_S02_F2_00059210_3.xwm
